X_0,Y_0,Z_0,ODBA_0,X_1,Y_1,Z_1,ODBA_1,X_2,Y_2,Z_2,ODBA_2,X_3,Y_3,Z_3,ODBA_3,X_4,Y_4,Z_4,ODBA_4,X_5,Y_5,Z_5,ODBA_5,X_6,Y_6,Z_6,ODBA_6,X_7,Y_7,Z_7,ODBA_7,X_8,Y_8,Z_8,ODBA_8,X_9,Y_9,Z_9,ODBA_9,Comportamiento
0.0,-0.7031,0.6875,0.0218400000000001,0.0,-0.7031,0.7031,0.03744,0.0,-0.7031,0.6719,0.02808,0.0,-0.6875,0.6719,0.0218399999999998,0.0,-0.6875,0.6875,0.0155999999999999,0.0,-0.6875,0.6875,0.0155999999999999,0.0,-0.6875,0.6719,0.0218399999999998,0.0,-0.6875,0.6875,0.0155999999999999,0.0,-0.6875,0.7031,0.0311999999999999,-0.0156,-0.6875,0.6875,0.0187199999999999,0.0
-0.0156,-0.6875,0.6719,0.0207999999999999,-0.0156,-0.6875,0.6563,0.0363999999999999,0.0,-0.7031,0.6719,0.0228800000000006,0.0,-0.7031,0.6563,0.0384800000000006,0.0,-0.7031,0.6719,0.0228800000000006,-0.0156,-0.7031,0.6875,0.01872,-0.0156,-0.7031,0.6719,0.0156000000000006,-0.0156,-0.6875,0.7031,0.0395199999999993,0.0,-0.6875,0.6875,0.0311999999999993,-0.0156,-0.7031,0.6875,0.01872,0.0
-0.0156,-0.6875,0.6875,0.0239199999999993,-0.0156,-0.7031,0.6875,0.01872,-0.0156,-0.6875,0.6719,0.0207999999999999,-0.0156,-0.6875,0.6719,0.0207999999999999,-0.0156,-0.7031,0.6719,0.0156000000000006,-0.0156,-0.7031,0.6719,0.0156000000000006,-0.0156,-0.7031,0.6719,0.0156000000000006,0.0,-0.6875,0.6719,0.0280799999999999,-0.0156,-0.7031,0.6875,0.01872,-0.0156,-0.7031,0.6719,0.0156000000000006,0.0
-0.0156,-0.7031,0.6875,0.01872,-0.0156,-0.7031,0.6719,0.0156000000000006,-0.0156,-0.7031,0.6719,0.0156000000000006,0.0,-0.7031,0.6875,0.026,-0.0156,-0.7031,0.6563,0.0312000000000006,-0.0156,-0.7031,0.6719,0.0156000000000006,-0.0156,-0.6875,0.7031,0.0395199999999993,-0.0156,-0.7031,0.6719,0.0156000000000006,0.0,-0.6875,0.7031,0.0467999999999993,0.0,-0.7031,0.6875,0.026,0.0
-0.0156,-0.7031,0.6875,0.0182066666666669,-0.0156,-0.6875,0.6875,0.0109266666666666,0.0,-0.6875,0.6875,0.0140466666666666,-0.0156,-0.6875,0.6875,0.0109266666666666,-0.0156,-0.6875,0.6719,0.0265266666666666,-0.0156,-0.6875,0.6875,0.0109266666666666,-0.0156,-0.7031,0.6875,0.0182066666666669,0.0,-0.6875,0.7031,0.028593333333333,-0.0156,-0.6875,0.6563,0.0421266666666666,-0.0156,-0.6875,0.6875,0.0109266666666666,0.0
-0.0156,-0.6875,0.7031,0.025473333333333,-0.0156,-0.6875,0.7188,0.041173333333333,0.0,-0.6875,0.7031,0.028593333333333,0.0,-0.6875,0.7031,0.028593333333333,-0.0156,-0.6875,0.6875,0.0109266666666666,0.0,-0.7031,0.7188,0.0515733333333333,0.0,-0.7031,0.6875,0.0213266666666669,0.0,-0.6875,0.6719,0.0296466666666666,0.0,-0.6875,0.6875,0.0140466666666666,0.0,-0.6875,0.6875,0.0140466666666666,0.0
-0.0156,-0.6875,0.6875,0.0109266666666666,-0.0156,-0.6875,0.6875,0.0109266666666666,-0.0156,-0.6875,0.6875,0.0109266666666666,-0.0156,-0.6875,0.6719,0.0265266666666666,0.0,-0.6875,0.6875,0.0140466666666666,0.0,-0.6875,0.6719,0.0296466666666666,-0.0156,-0.7031,0.6875,0.0182066666666669,-0.0156,-0.7031,0.6719,0.0338066666666668,0.0,-0.7031,0.6875,0.0213266666666669,-0.0156,-0.7031,0.6875,0.0182066666666669,0.0
0.0156,-0.6094,0.7344,0.0338,0.0,-0.6094,0.7344,0.03276,0.0,-0.6094,0.75,0.01716,0.0,-0.6094,0.7344,0.03276,0.0,-0.6094,0.75,0.01716,0.0,-0.625,0.75,0.0202799999999995,0.0,-0.625,0.7656,0.0285999999999999,0.0,-0.625,0.7656,0.0285999999999999,0.0,-0.625,0.75,0.0202799999999995,0.0156,-0.6094,0.75,0.0182,0.0
0.0156,-0.625,0.7656,0.0296399999999999,0.0156,-0.6094,0.7344,0.0338,0.0156,-0.625,0.75,0.0213199999999995,0.0,-0.6094,0.75,0.01716,0.0156,-0.625,0.7656,0.0296399999999999,0.0,-0.6094,0.75,0.01716,0.0156,-0.6094,0.75,0.0182,0.0156,-0.6094,0.75,0.0182,0.0,-0.5938,0.75,0.0327600000000001,0.0156,-0.6094,0.7656,0.0265200000000004,0.0
0.0156,-0.5938,0.75,0.0338000000000001,0.0,-0.6094,0.7656,0.0254800000000004,0.0156,-0.6094,0.75,0.0182,0.0156,-0.625,0.7656,0.0296399999999999,0.0,-0.625,0.75,0.0202799999999995,0.0156,-0.625,0.7656,0.0296399999999999,0.0,-0.625,0.7656,0.0285999999999999,0.0156,-0.625,0.7656,0.0296399999999999,0.0,-0.625,0.7656,0.0285999999999999,0.0,-0.625,0.75,0.0202799999999995,0.0
0.0156,-0.625,0.75,0.0176733333333328,0.0156,-0.625,0.75,0.0176733333333328,0.0156,-0.6094,0.7344,0.0166333333333338,0.0,-0.6094,0.75,0.0239266666666667,0.0156,-0.6094,0.7656,0.0270333333333333,0.0,-0.6094,0.75,0.0239266666666667,0.0156,-0.625,0.75,0.0176733333333328,0.0156,-0.625,0.75,0.0176733333333328,0.0156,-0.625,0.75,0.0176733333333328,0.0156,-0.625,0.75,0.0176733333333328,0.0
0.0156,-0.6094,0.7344,0.0166333333333338,0.0156,-0.6094,0.75,0.0114333333333333,0.0156,-0.6094,0.7344,0.0166333333333338,0.0156,-0.6094,0.7656,0.0270333333333333,0.0156,-0.6094,0.7344,0.0166333333333338,0.0156,-0.6094,0.7344,0.0166333333333338,0.0156,-0.5938,0.7344,0.0322333333333338,0.0,-0.6094,0.75,0.0239266666666667,0.0156,-0.6094,0.75,0.0114333333333333,0.0156,-0.6094,0.75,0.0114333333333333,0.0
0.0313,-0.6094,0.7344,0.0323333333333338,0.0156,-0.6094,0.7344,0.0166333333333338,0.0156,-0.6094,0.75,0.0114333333333333,0.0156,-0.6094,0.7344,0.0166333333333338,0.0313,-0.6094,0.75,0.0271333333333333,0.0156,-0.6094,0.7344,0.0166333333333338,0.0156,-0.625,0.7188,0.0384733333333333,0.0156,-0.625,0.75,0.0176733333333328,0.0,-0.625,0.75,0.0301666666666661,0.0,-0.625,0.75,0.0301666666666661,0.0
0.0,-0.625,0.7656,0.0358799999999997,0.0,-0.6094,0.75,0.0140400000000002,0.0,-0.5938,0.7344,0.0452400000000002,0.0,-0.5938,0.7344,0.0452400000000002,0.0156,-0.6094,0.7656,0.0244400000000003,0.0156,-0.625,0.75,0.0192399999999996,0.0,-0.625,0.75,0.0223599999999996,0.0156,-0.625,0.7344,0.0348399999999995,0.0156,-0.625,0.7188,0.0504399999999996,0.0156,-0.625,0.7656,0.0327599999999997,0.0
0.0156,-0.625,0.7656,0.0327599999999997,0.0156,-0.6094,0.7656,0.0244400000000003,0.0156,-0.5938,0.7656,0.0400400000000004,0.0156,-0.5938,0.75,0.0265200000000003,0.0156,-0.6094,0.7656,0.0244400000000003,0.0156,-0.6094,0.75,0.0109200000000002,0.0156,-0.6094,0.7656,0.0244400000000003,0.0156,-0.6094,0.7344,0.0265200000000002,0.0,-0.6094,0.75,0.0140400000000002,0.0,-0.6094,0.75,0.0140400000000002,0.0
0.0156,-0.6094,0.7344,0.0265200000000002,0.0,-0.625,0.75,0.0223599999999996,0.0156,-0.6094,0.7656,0.0244400000000003,0.0156,-0.625,0.7656,0.0327599999999997,0.0156,-0.625,0.7188,0.0504399999999996,0.0,-0.6094,0.7656,0.0275600000000003,0.0,-0.625,0.7344,0.0379599999999995,0.0156,-0.6094,0.75,0.0109200000000002,0.0,-0.6094,0.75,0.0140400000000002,0.0,-0.6094,0.7656,0.0275600000000003,0.0
0.0156,-0.6094,0.75,0.0156166666666663,0.0156,-0.5938,0.7656,0.0197433333333337,0.0,-0.6094,0.7813,0.0458433333333329,0.0,-0.5938,0.75,0.0280966666666671,0.0,-0.5938,0.75,0.0280966666666671,0.0156,-0.5938,0.7344,0.0322566666666671,0.0156,-0.5938,0.7656,0.0197433333333337,0.0156,-0.6094,0.7344,0.0312166666666663,0.0156,-0.6094,0.7813,0.0344033333333329,0.0156,-0.6094,0.75,0.0156166666666663,0.0
0.0156,-0.5938,0.7656,0.0197433333333337,0.0156,-0.6094,0.7344,0.0312166666666663,0.0156,-0.6094,0.7969,0.050003333333333,0.0156,-0.6094,0.7656,0.0187033333333329,0.0156,-0.6094,0.75,0.0156166666666663,0.0156,-0.6094,0.7344,0.0312166666666663,0.0156,-0.5938,0.75,0.0166566666666671,0.0156,-0.6094,0.7813,0.0344033333333329,0.0156,-0.5938,0.7813,0.0354433333333337,0.0156,-0.6094,0.7656,0.0187033333333329,0.0
0.0156,-0.6094,0.7344,0.0312166666666663,0.0156,-0.5938,0.75,0.0166566666666671,0.0156,-0.5938,0.75,0.0166566666666671,0.0156,-0.5938,0.7344,0.0322566666666671,0.0156,-0.6094,0.75,0.0156166666666663,0.0156,-0.6094,0.7656,0.0187033333333329,0.0156,-0.5938,0.7344,0.0322566666666671,0.0156,-0.5938,0.7656,0.0197433333333337,0.0,-0.6094,0.7656,0.0301433333333329,0.0156,-0.5938,0.75,0.0166566666666671,0.0
0.0156,-0.5938,0.7344,0.0239166666666669,0.0156,-0.5938,0.7344,0.0239166666666669,0.0156,-0.5938,0.7344,0.0239166666666669,0.0,-0.6094,0.7656,0.0384833333333331,0.0156,-0.5938,0.75,0.0083166666666669,0.0156,-0.5938,0.7656,0.0239166666666669,0.0156,-0.6094,0.75,0.0083166666666664,0.0156,-0.6094,0.7656,0.0239166666666664,0.0156,-0.6094,0.75,0.0083166666666664,0.0156,-0.6094,0.75,0.0083166666666664,0.0
0.0156,-0.6094,0.7656,0.0239166666666664,0.0156,-0.6094,0.75,0.0083166666666664,0.0156,-0.5938,0.7344,0.0239166666666669,0.0156,-0.6094,0.7656,0.0239166666666664,0.0156,-0.6094,0.75,0.0083166666666664,0.0156,-0.6094,0.75,0.0083166666666664,0.0156,-0.6094,0.75,0.0083166666666664,0.0,-0.5938,0.75,0.0228833333333336,0.0156,-0.5938,0.75,0.0083166666666669,0.0156,-0.5938,0.75,0.0083166666666669,0.0
0.0156,-0.6094,0.7344,0.0239166666666664,0.0313,-0.5938,0.75,0.0240166666666669,0.0156,-0.5938,0.7344,0.0239166666666669,0.0156,-0.5938,0.75,0.0083166666666669,0.0156,-0.6094,0.7344,0.0239166666666664,0.0156,-0.5938,0.7656,0.0239166666666669,0.0156,-0.5938,0.75,0.0083166666666669,0.0156,-0.5938,0.7656,0.0239166666666669,0.0156,-0.6094,0.75,0.0083166666666664,0.0156,-0.6094,0.75,0.0083166666666664,0.0
0.0156,-0.6094,0.7344,0.0228999999999996,0.0156,-0.6094,0.75,0.0072999999999996,0.0156,-0.6094,0.75,0.0072999999999996,0.0156,-0.6094,0.75,0.0072999999999996,0.0,-0.6094,0.7656,0.0322533333333331,0.0,-0.6094,0.75,0.0228999999999996,0.0156,-0.6094,0.7656,0.0166533333333331,0.0313,-0.6094,0.75,0.0198466666666663,0.0156,-0.6094,0.75,0.0072999999999996,0.0156,-0.6094,0.7656,0.0166533333333331,0.0
0.0156,-0.6094,0.7344,0.0228999999999996,0.0156,-0.5938,0.7656,0.0270533333333337,0.0156,-0.6094,0.7656,0.0166533333333331,0.0156,-0.6094,0.75,0.0072999999999996,0.0156,-0.6094,0.75,0.0072999999999996,0.0313,-0.5938,0.75,0.0302466666666669,0.0156,-0.5938,0.7656,0.0270533333333337,0.0156,-0.6094,0.75,0.0072999999999996,0.0313,-0.6094,0.7656,0.0291999999999997,0.0313,-0.6094,0.7344,0.0354466666666663,0.0
0.0313,-0.5938,0.7813,0.0553000000000004,0.0156,-0.6094,0.75,0.0072999999999996,0.0156,-0.6094,0.7344,0.0228999999999996,0.0156,-0.6094,0.7656,0.0166533333333331,0.0156,-0.6094,0.7656,0.0166533333333331,0.0156,-0.6094,0.7344,0.0228999999999996,0.0156,-0.6094,0.7656,0.0166533333333331,0.0156,-0.6094,0.75,0.0072999999999996,0.0156,-0.5938,0.75,0.0177000000000003,0.0156,-0.6094,0.7344,0.0228999999999996,0.0
0.0,-0.5938,0.7656,0.0192300000000004,0.0156,-0.5938,0.7656,0.0119433333333337,0.0156,-0.6094,0.7656,0.0213033333333331,0.0156,-0.5938,0.75,0.0182100000000002,0.0156,-0.5938,0.7656,0.0119433333333337,0.0313,-0.5938,0.75,0.0339100000000003,0.0156,-0.5938,0.7813,0.0276433333333338,0.0156,-0.5938,0.7656,0.0119433333333337,0.0156,-0.5938,0.75,0.0182100000000002,0.0156,-0.5938,0.7656,0.0119433333333337,0.0
0.0156,-0.5938,0.7656,0.0119433333333337,0.0156,-0.5938,0.75,0.0182100000000002,0.0156,-0.5938,0.75,0.0182100000000002,0.0156,-0.5938,0.7656,0.0119433333333337,0.0,-0.5938,0.75,0.0254966666666669,0.0,-0.6094,0.7813,0.0442899999999998,0.0156,-0.5938,0.7813,0.0276433333333338,0.0156,-0.6094,0.7656,0.0213033333333331,0.0,-0.6094,0.7656,0.0285899999999998,0.0156,-0.6094,0.7656,0.0213033333333331,0.0
0.0156,-0.5938,0.75,0.0182100000000002,0.0,-0.5938,0.75,0.0254966666666669,0.0,-0.6094,0.7656,0.0285899999999998,0.0,-0.5938,0.75,0.0254966666666669,0.0156,-0.5938,0.7344,0.0338100000000002,0.0,-0.5938,0.7813,0.0349300000000004,0.0,-0.5938,0.7656,0.0192300000000004,0.0156,-0.5938,0.75,0.0182100000000002,0.0156,-0.5938,0.75,0.0182100000000002,0.0156,-0.5938,0.7656,0.0119433333333337,0.0
0.0156,-0.5938,0.7656,0.0114266666666669,0.0156,-0.5938,0.75,0.0093533333333334,0.0156,-0.5938,0.7344,0.0249533333333333,0.0156,-0.5938,0.7656,0.0114266666666669,0.0156,-0.5938,0.75,0.0093533333333334,0.0156,-0.5938,0.7656,0.0114266666666669,0.0156,-0.6094,0.7656,0.0228733333333333,0.0156,-0.6094,0.75,0.0207999999999998,0.0313,-0.5938,0.7656,0.0271266666666669,0.0156,-0.5938,0.7344,0.0249533333333333,0.0
0.0,-0.5781,0.75,0.0396266666666668,0.0156,-0.5938,0.75,0.0093533333333334,0.0156,-0.5938,0.7656,0.0114266666666669,0.0156,-0.5938,0.75,0.0093533333333334,0.0,-0.5938,0.7656,0.0260000000000002,0.0156,-0.5938,0.75,0.0093533333333334,0.0156,-0.5938,0.7344,0.0249533333333333,0.0156,-0.6094,0.75,0.0207999999999998,0.0156,-0.5938,0.75,0.0093533333333334,0.0156,-0.5938,0.75,0.0093533333333334,0.0
0.0313,-0.5938,0.7656,0.0271266666666669,0.0156,-0.5938,0.75,0.0093533333333334,0.0156,-0.5938,0.7656,0.0114266666666669,0.0156,-0.5938,0.75,0.0093533333333334,0.0156,-0.5938,0.7656,0.0114266666666669,0.0156,-0.5938,0.7656,0.0114266666666669,0.0156,-0.6094,0.7656,0.0228733333333333,0.0,-0.5938,0.7656,0.0260000000000002,0.0156,-0.5938,0.7813,0.0271266666666669,0.0156,-0.6094,0.7656,0.0228733333333333,0.0
0.0156,-0.5938,0.75,0.0119466666666666,0.0156,-0.5938,0.75,0.0119466666666666,0.0156,-0.5781,0.7656,0.0276400000000005,0.0,-0.5938,0.75,0.0223466666666666,0.0156,-0.5938,0.7656,0.0119400000000005,0.0156,-0.6094,0.75,0.0244599999999995,0.0156,-0.6094,0.75,0.0244599999999995,0.0156,-0.6094,0.75,0.0244599999999995,0.0156,-0.5938,0.7656,0.0119400000000005,0.0156,-0.5938,0.7813,0.0276400000000005,0.0
0.0156,-0.5938,0.7656,0.0119400000000005,0.0156,-0.5938,0.75,0.0119466666666666,0.0156,-0.6094,0.75,0.0244599999999995,0.0156,-0.5938,0.75,0.0119466666666666,0.0,-0.5938,0.75,0.0223466666666666,0.0,-0.5938,0.7656,0.0223400000000005,0.0156,-0.5781,0.75,0.0276466666666667,0.0156,-0.5938,0.75,0.0119466666666666,0.0156,-0.6094,0.75,0.0244599999999995,0.0156,-0.6094,0.7656,0.0244533333333334,0.0
